grid,color1_h,color1_s,color1_v,color2_h,color2_s,color2_v,color3_h,color3_s,color3_v,color4_h,color4_s,color4_v,repeated_colour
"Grid14(6,26)",151,98,64,151,97,66,162,63,66,331,67,7,Pastel Green
"Grid14(7,26)",154,50,60,164,70,78,154,96,60,102,93,22,Pastel Green
"Grid14(8,26)",164,74,84,157,77,59,150,76,74,326,63,43,Pastel Green
"Grid14(9,26)",152,70,75,150,56,90,160,55,100,342,30,96,Pastel Green
"Grid14(10,26)",162,61,62,161,81,90,157,52,92,91,11,44,Pastel Green
"Grid14(11,26)",150,76,62,159,72,55,161,99,99,170,34,16,Pastel Green
"Grid14(12,26)",161,89,71,159,58,98,163,85,87,30,12,13,Pastel Green
"Grid14(13,26)",154,52,77,160,91,64,157,52,62,94,4,12,Pastel Green
"Grid14(14,26)",152,58,80,158,95,92,154,99,81,214,12,42,Pastel Green
"Grid14(15,26)",160,61,58,161,67,97,158,82,81,48,84,72,Pastel Green
"Grid14(16,26)",150,64,80,160,67,89,159,62,72,123,90,99,Pastel Green
"Grid14(17,26)",154,94,56,151,78,79,154,76,91,260,82,32,Pastel Green
"Grid14(18,26)",150,73,50,160,86,74,156,61,65,184,78,85,Pastel Green
"Grid14(19,26)",162,96,91,154,90,55,157,77,54,57,0,58,Pastel Green
"Grid14(20,26)",157,77,66,162,79,80,164,84,58,240,20,39,Pastel Green
"Grid14(21,26)",155,52,56,159,95,53,153,62,72,351,83,48,Pastel Green
"Grid14(22,26)",164,87,85,159,99,68,160,96,90,254,5,0,Pastel Green
"Grid14(23,26)",156,82,81,158,72,76,151,50,85,250,89,38,Pastel Green
"Grid14(24,26)",154,85,100,163,65,99,152,74,96,329,97,38,Pastel Green
"Grid14(25,26)",159,86,64,153,64,64,163,95,60,8,45,78,Pastel Green
"Grid14(26,26)",159,60,64,160,62,91,161,56,69,101,57,97,Pastel Green
"Grid14(27,26)",161,74,91,156,58,53,155,90,81,93,95,48,Pastel Green
"Grid14(28,26)",158,55,52,163,58,57,163,70,59,192,94,44,Pastel Green
"Grid14(29,26)",164,81,60,161,67,80,158,76,100,164,64,95,Pastel Green
"Grid14(30,26)",158,59,58,164,93,80,159,52,55,213,45,29,Pastel Green
"Grid14(31,26)",163,64,67,150,64,58,151,67,85,259,30,32,Pastel Green
"Grid14(32,26)",160,69,57,162,65,94,151,91,60,41,36,80,Pastel Green
"Grid14(33,26)",150,86,54,160,69,90,155,64,77,212,44,48,Pastel Green
"Grid14(34,26)",156,82,62,158,51,56,164,98,62,287,70,38,Pastel Green
"Grid14(0,27)",156,59,70,154,61,57,155,79,74,21,58,13,Pastel Green
"Grid14(1,27)",155,73,83,151,56,82,156,79,63,236,66,14,Pastel Green
"Grid14(2,27)",157,83,79,160,61,95,161,65,57,18,45,86,Pastel Green
"Grid14(3,27)",161,55,91,158,81,91,150,69,60,234,67,65,Pastel Green
"Grid14(4,27)",159,71,69,155,100,81,162,75,80,63,68,14,Pastel Green
"Grid14(5,27)",163,55,97,155,85,81,156,58,73,31,73,23,Pastel Green
"Grid14(6,27)",152,92,92,157,63,70,161,95,93,146,57,96,Pastel Green
"Grid14(7,27)",161,86,93,158,55,94,160,63,60,192,97,41,Pastel Green
"Grid14(8,27)",154,51,52,155,59,51,153,98,64,71,25,45,Pastel Green
"Grid14(9,27)",156,94,52,155,95,68,162,75,93,316,74,1,Pastel Green
"Grid14(10,27)",151,68,84,160,86,52,152,95,77,192,15,2,Pastel Green
"Grid14(11,27)",150,94,69,159,52,70,162,94,88,137,6,28,Pastel Green
"Grid14(12,27)",157,52,100,156,54,78,156,73,73,295,41,27,Pastel Green
"Grid14(13,27)",163,96,53,151,96,52,155,50,79,203,9,100,Pastel Green
"Grid14(14,27)",155,61,100,152,51,60,160,91,56,355,42,48,Pastel Green
"Grid14(15,27)",161,59,69,156,54,84,152,50,96,152,90,46,Pastel Green
"Grid14(16,27)",151,95,58,157,53,65,151,61,73,145,25,90,Pastel Green
"Grid14(17,27)",155,91,74,151,85,87,153,74,97,348,55,95,Pastel Green
"Grid14(18,27)",156,94,67,156,75,92,154,82,99,213,73,59,Pastel Green
"Grid14(19,27)",154,77,86,163,84,67,151,58,91,331,77,2,Pastel Green
"Grid14(20,27)",156,61,81,155,92,96,157,99,50,286,11,67,Pastel Green
"Grid14(21,27)",153,89,62,159,79,86,159,74,82,152,58,36,Pastel Green
"Grid14(22,27)",162,70,95,163,59,99,153,92,78,303,18,12,Pastel Green
"Grid14(23,27)",155,51,92,154,50,60,155,63,98,223,57,10,Pastel Green
"Grid14(24,27)",158,99,84,153,100,95,155,99,84,103,73,66,Pastel Green
"Grid14(25,27)",154,87,78,154,70,55,151,67,96,36,59,45,Pastel Green
"Grid14(26,27)",158,91,69,153,94,55,153,87,89,222,52,81,Pastel Green
"Grid14(27,27)",154,81,97,160,61,98,157,62,93,359,27,28,Pastel Green
"Grid14(28,27)",161,87,87,154,95,98,157,90,86,268,17,98,Pastel Green
"Grid14(29,27)",161,79,80,155,68,95,164,56,71,104,50,50,Pastel Green
"Grid14(30,27)",162,81,73,158,92,100,162,97,77,278,76,52,Pastel Green
"Grid14(31,27)",159,71,51,159,75,86,150,84,67,247,71,100,Pastel Green
"Grid14(32,27)",151,70,85,153,65,65,151,96,76,339,99,32,Pastel Green
"Grid14(33,27)",155,51,53,162,79,57,162,62,63,90,72,88,Pastel Green
"Grid14(34,27)",161,60,61,151,79,58,151,75,61,288,98,73,Pastel Green
"Grid14(0,28)",161,81,75,155,97,90,162,93,97,60,52,39,Pastel Green
"Grid14(1,28)",154,89,60,151,69,56,153,97,67,231,54,63,Pastel Green
"Grid14(2,28)",153,90,86,161,95,67,152,84,71,171,73,19,Pastel Green
"Grid14(3,28)",151,97,61,160,61,52,159,50,67,101,48,52,Pastel Green
"Grid14(4,28)",153,78,90,162,100,51,152,93,53,275,95,17,Pastel Green
"Grid14(5,28)",156,80,94,163,70,52,150,83,97,88,9,69,Pastel Green
"Grid14(6,28)",156,57,66,155,75,56,162,98,97,58,78,6,Pastel Green
"Grid14(7,28)",160,85,60,152,92,89,161,87,87,125,63,7,Pastel Green
"Grid14(8,28)",156,79,92,154,66,78,159,84,85,303,55,5,Pastel Green
"Grid14(9,28)",164,75,75,161,61,89,154,99,81,68,87,69,Pastel Green
"Grid14(10,28)",150,57,55,153,51,50,163,96,74,298,41,56,Pastel Green
"Grid14(11,28)",150,65,87,159,51,96,151,83,56,243,31,49,Pastel Green
"Grid14(12,28)",152,60,64,158,89,77,162,96,61,24,86,62,Pastel Green
"Grid14(13,28)",163,67,67,163,52,58,157,100,96,258,11,93,Pastel Green
"Grid14(14,28)",158,77,90,153,83,50,150,61,57,288,12,96,Pastel Green
"Grid14(15,28)",163,62,77,151,68,70,151,80,88,16,6,20,Pastel Green
"Grid14(16,28)",158,87,73,155,90,71,153,89,92,165,47,51,Pastel Green
"Grid14(17,28)",160,65,88,152,94,95,156,79,58,315,21,84,Pastel Green
"Grid14(18,28)",163,85,84,151,83,55,155,74,96,2,36,12,Pastel Green
"Grid14(19,28)",153,82,91,155,73,94,153,96,57,348,2,64,Pastel Green
"Grid14(20,28)",150,94,69,158,76,71,159,61,81,7,27,48,Pastel Green
"Grid14(21,28)",156,80,87,153,54,53,164,82,84,135,5,79,Pastel Green
"Grid14(22,28)",161,72,69,155,85,70,156,67,93,192,67,94,Pastel Green
"Grid14(23,28)",161,86,98,153,82,61,155,82,74,295,23,36,Pastel Green
"Grid14(24,28)",159,94,50,153,81,54,157,98,52,71,97,87,Pastel Green
"Grid14(25,28)",151,99,50,157,93,71,155,56,96,171,16,69,Pastel Green
"Grid14(26,28)",151,91,75,156,60,86,159,92,85,277,27,31,Pastel Green
"Grid14(27,28)",150,78,73,160,70,56,160,59,80,24,7,94,Pastel Green
"Grid14(28,28)",153,89,59,161,57,51,154,73,59,121,77,76,Pastel Green
"Grid14(29,28)",153,99,91,156,55,78,152,95,72,165,64,44,Pastel Green
"Grid14(30,28)",156,91,80,162,89,94,155,90,81,254,47,32,Pastel Green
"Grid14(31,28)",150,66,77,153,91,86,164,69,81,4,82,89,Pastel Green
"Grid14(32,28)",151,68,92,157,95,96,162,74,78,136,54,29,Pastel Green
"Grid14(33,28)",156,60,94,158,69,65,151,74,64,164,18,51,Pastel Green
"Grid14(34,28)",152,87,87,151,64,50,162,68,66,196,70,6,Pastel Green
"Grid14(0,29)",155,98,54,164,89,74,154,89,87,126,89,82,Pastel Green
"Grid14(1,29)",160,73,51,155,69,72,161,67,67,191,21,87,Pastel Green
"Grid14(2,29)",151,64,97,163,96,81,156,81,67,88,8,33,Pastel Green
"Grid14(3,29)",153,83,52,156,77,72,158,75,84,266,34,8,Pastel Green
"Grid14(4,29)",158,68,66,160,84,61,154,98,81,296,14,15,Pastel Green
"Grid14(5,29)",150,54,86,153,97,52,155,50,54,177,16,47,Pastel Green
"Grid14(6,29)",155,54,88,164,80,85,151,65,50,274,6,40,Pastel Green
"Grid14(7,29)",152,62,81,159,93,93,161,50,54,253,77,5,Pastel Green
"Grid14(8,29)",158,90,91,155,73,62,160,82,51,46,57,56,Pastel Green
"Grid14(9,29)",151,74,81,161,64,73,159,73,57,156,48,10,Pastel Green
"Grid14(10,29)",161,57,73,160,70,84,157,60,100,282,10,3,Pastel Green
"Grid14(11,29)",156,86,81,156,84,87,160,75,54,53,21,66,Pastel Green
"Grid14(12,29)",151,68,82,152,90,76,161,69,100,356,82,49,Pastel Green
"Grid14(13,29)",158,81,75,163,58,71,156,91,88,85,72,20,Pastel Green
"Grid14(14,29)",159,81,73,155,91,73,164,50,92,232,25,56,Pastel Green
"Grid14(15,29)",162,74,95,164,69,78,157,59,51,54,15,92,Pastel Green
"Grid14(16,29)",154,69,84,155,80,96,162,76,100,318,45,29,Pastel Green
"Grid14(17,29)",155,77,77,161,56,57,151,94,52,35,46,16,Pastel Green
"Grid14(18,29)",152,94,70,158,73,51,159,99,83,142,65,61,Pastel Green
"Grid14(19,29)",162,89,59,164,55,78,161,82,85,180,42,85,Pastel Green
"Grid14(20,29)",154,54,96,157,54,90,157,96,78,157,58,45,Pastel Green
"Grid14(21,29)",154,95,63,155,59,55,156,94,77,92,39,25,Pastel Green
"Grid14(22,29)",159,81,78,164,86,50,157,53,77,5,100,3,Pastel Green
"Grid14(23,29)",157,84,99,156,55,55,161,64,77,83,50,44,Pastel Green
"Grid14(24,29)",158,99,71,163,100,65,161,81,58,286,12,13,Pastel Green
"Grid14(25,29)",163,64,87,162,65,82,151,82,75,335,19,72,Pastel Green
"Grid14(26,29)",158,58,99,160,81,75,163,84,55,360,39,9,Pastel Green
"Grid14(27,29)",160,64,86,152,53,91,154,68,100,53,66,40,Pastel Green
"Grid14(28,29)",152,69,52,160,56,60,155,68,85,118,64,44,Pastel Green
"Grid14(29,29)",160,86,78,157,100,65,157,60,87,108,11,18,Pastel Green
"Grid14(30,29)",157,62,50,152,74,63,157,52,92,99,80,85,Pastel Green
"Grid14(31,29)",160,77,96,163,99,90,163,96,76,15,10,34,Pastel Green
"Grid14(32,29)",161,78,74,163,76,64,159,95,85,64,84,2,Pastel Green
"Grid14(33,29)",164,70,60,159,91,87,162,63,61,180,25,51,Pastel Green
"Grid14(34,29)",156,80,82,154,57,95,160,100,75,221,15,35,Pastel Green
"Grid14(0,30)",152,61,68,164,89,81,156,52,54,221,54,10,Pastel Green
"Grid14(1,30)",160,72,64,154,100,92,162,56,82,63,64,87,Pastel Green
"Grid14(2,30)",164,60,74,150,95,85,152,85,87,256,16,43,Pastel Green
"Grid14(3,30)",152,69,50,154,99,52,152,79,83,313,20,58,Pastel Green
"Grid14(4,30)",151,59,71,150,85,65,159,66,67,274,64,41,Pastel Green
"Grid14(5,30)",150,68,51,155,78,78,161,75,73,115,78,73,Pastel Green
"Grid14(6,30)",155,95,90,153,97,61,154,67,70,247,87,67,Pastel Green
"Grid14(7,30)",153,68,96,160,62,80,161,71,82,349,91,64,Pastel Green
"Grid14(8,30)",154,66,90,156,76,85,160,77,97,214,80,82,Pastel Green
"Grid14(9,30)",157,78,67,162,90,97,156,86,91,211,50,100,Pastel Green
"Grid14(10,30)",150,76,85,162,75,90,155,56,80,306,67,89,Pastel Green
"Grid14(11,30)",157,91,75,154,78,77,152,77,86,151,16,15,Pastel Green
"Grid14(12,30)",156,79,54,156,89,67,156,98,73,174,81,86,Pastel Green
"Grid14(13,30)",160,87,50,152,78,86,158,82,71,6,63,32,Pastel Green
"Grid14(14,30)",154,65,52,162,90,58,158,82,56,244,46,38,Pastel Green
"Grid14(15,30)",163,91,71,153,92,81,161,86,70,281,18,30,Pastel Green
"Grid14(16,30)",157,93,80,162,51,65,161,89,54,155,71,73,Pastel Green
"Grid14(17,30)",163,60,77,163,57,84,157,73,74,257,45,17,Pastel Green
"Grid14(18,30)",155,68,89,161,81,69,157,59,69,11,28,36,Pastel Green
"Grid14(19,30)",156,95,94,156,90,77,159,63,86,19,66,22,Pastel Green
"Grid14(20,30)",161,100,85,150,75,68,163,51,85,260,0,63,Pastel Green
"Grid14(21,30)",163,91,74,164,89,89,158,68,57,231,13,28,Pastel Green
"Grid14(22,30)",151,62,97,156,64,67,157,69,82,167,56,79,Pastel Green
"Grid14(23,30)",150,75,54,152,86,74,151,89,52,315,12,7,Pastel Green
"Grid14(24,30)",164,71,57,163,63,96,160,53,88,219,92,29,Pastel Green
"Grid14(25,30)",156,93,66,154,59,62,157,91,92,134,74,53,Pastel Green
"Grid14(26,30)",154,82,86,164,81,73,163,77,91,110,12,58,Pastel Green
"Grid14(27,30)",159,99,80,164,52,60,155,67,64,328,83,10,Pastel Green
"Grid14(28,30)",161,56,68,152,76,98,155,53,94,58,15,12,Pastel Green
"Grid14(29,30)",152,79,60,160,51,99,152,76,50,111,80,14,Pastel Green
"Grid14(30,30)",151,68,89,159,59,56,158,69,72,354,58,88,Pastel Green
"Grid14(31,30)",156,91,84,164,80,64,164,75,94,177,3,62,Pastel Green
"Grid14(32,30)",158,57,73,162,81,95,164,65,76,55,84,44,Pastel Green
"Grid14(33,30)",160,73,68,159,74,86,164,97,61,344,29,81,Pastel Green
"Grid14(34,30)",163,53,56,153,61,97,156,99,100,103,53,34,Pastel Green
"Grid14(0,31)",164,73,66,156,74,69,157,70,93,160,20,45,Pastel Green
"Grid14(1,31)",150,74,76,150,86,55,160,65,60,194,0,54,Pastel Green
"Grid14(2,31)",162,70,69,154,56,50,164,93,77,284,32,38,Pastel Green
"Grid14(3,31)",160,71,53,160,80,93,162,77,67,39,80,85,Pastel Green
"Grid14(4,31)",154,98,74,161,55,69,163,89,80,120,98,19,Pastel Green
"Grid14(5,31)",150,52,86,161,69,62,164,88,78,26,79,36,Pastel Green
"Grid14(6,31)",152,85,81,155,66,73,155,98,99,35,56,9,Pastel Green
"Grid14(7,31)",160,73,57,164,90,95,160,97,94,31,79,64,Pastel Green
"Grid14(8,31)",163,90,58,163,90,71,156,53,69,205,32,18,Pastel Green
"Grid14(9,31)",152,76,78,155,53,70,151,63,100,70,58,52,Pastel Green
"Grid14(10,31)",163,63,80,158,95,85,153,93,75,142,10,67,Pastel Green
"Grid14(11,31)",164,74,54,154,62,100,153,75,65,172,2,10,Pastel Green
"Grid14(12,31)",158,69,67,155,76,62,158,53,80,27,47,61,Pastel Green
"Grid14(13,31)",150,61,57,154,70,86,164,80,93,332,97,61,Pastel Green
"Grid14(14,31)",161,87,84,155,66,68,158,94,57,219,19,4,Pastel Green
"Grid14(15,31)",159,90,62,159,55,59,163,54,92,322,14,24,Pastel Green
"Grid14(16,31)",151,53,54,156,88,78,161,96,60,254,32,94,Pastel Green
"Grid14(17,31)",162,58,73,154,80,51,164,89,94,206,19,82,Pastel Green
"Grid14(18,31)",153,67,76,163,78,91,161,81,93,25,14,7,Pastel Green
"Grid14(19,31)",158,99,68,154,56,54,153,77,89,95,41,99,Pastel Green
"Grid14(20,31)",150,59,55,157,61,53,160,60,72,165,9,96,Pastel Green
"Grid14(21,31)",160,74,66,151,56,75,164,100,84,278,89,91,Pastel Green
"Grid14(22,31)",150,73,78,163,55,79,151,54,71,179,13,52,Pastel Green
"Grid14(23,31)",151,66,84,164,92,80,153,95,86,91,32,34,Pastel Green
"Grid14(24,31)",157,56,56,160,66,96,162,80,57,215,10,6,Pastel Green
"Grid14(25,31)",161,59,73,157,50,59,158,94,95,296,22,20,Pastel Green
"Grid14(26,31)",163,64,72,155,73,67,156,60,72,13,37,26,Pastel Green
"Grid14(27,31)",155,65,81,157,67,90,160,70,51,197,47,91,Pastel Green
"Grid14(28,31)",160,53,85,153,51,98,163,72,57,121,29,40,Pastel Green
"Grid14(29,31)",160,88,84,151,52,85,152,74,88,296,44,10,Pastel Green
"Grid14(30,31)",159,60,87,161,89,50,154,96,51,42,79,46,Pastel Green
"Grid14(31,31)",161,79,66,162,89,69,157,63,99,79,41,53,Pastel Green
"Grid14(32,31)",152,83,59,162,51,58,164,53,72,199,4,45,Pastel Green
"Grid14(33,31)",151,50,89,153,63,56,163,59,76,262,63,78,Pastel Green
"Grid14(34,31)",158,51,93,163,92,79,158,70,57,129,12,59,Pastel Green
"Grid14(0,32)",162,56,61,161,91,65,158,62,92,352,76,88,Pastel Green
"Grid14(1,32)",151,66,96,155,89,95,157,55,64,262,30,42,Pastel Green
"Grid14(2,32)",162,80,85,152,80,98,159,67,81,55,56,34,Pastel Green
"Grid14(3,32)",153,67,70,157,69,94,156,61,67,262,63,68,Pastel Green
"Grid14(4,32)",151,61,62,164,71,84,163,58,92,9,79,76,Pastel Green
"Grid14(5,32)",157,93,72,152,58,80,157,55,64,214,19,55,Pastel Green
"Grid14(6,32)",164,94,72,158,78,69,156,56,79,349,77,58,Pastel Green
"Grid14(7,32)",151,60,68,156,71,94,155,52,54,295,53,39,Pastel Green
"Grid14(8,32)",164,74,98,161,97,76,161,71,51,141,61,24,Pastel Green
"Grid14(9,32)",151,67,65,150,50,85,158,82,64,187,34,24,Pastel Green
"Grid14(10,32)",154,98,70,163,73,94,156,93,51,97,66,67,Pastel Green
"Grid14(11,32)",162,79,63,154,68,70,158,94,54,18,90,90,Pastel Green
"Grid14(12,32)",163,98,87,162,54,50,152,81,56,211,47,32,Pastel Green
"Grid14(13,32)",159,66,85,159,75,90,154,72,57,21,80,51,Pastel Green
"Grid14(14,32)",154,56,65,163,74,56,153,74,96,357,78,36,Pastel Green
"Grid14(15,32)",160,66,81,151,50,70,150,98,55,168,71,15,Pastel Green
"Grid14(16,32)",156,84,55,159,80,57,152,62,93,18,44,12,Pastel Green
"Grid14(17,32)",160,62,93,155,65,100,161,100,76,348,31,10,Pastel Green
"Grid14(18,32)",154,52,70,159,73,61,153,84,69,61,20,51,Pastel Green
"Grid14(19,32)",163,93,84,160,79,53,159,65,58,179,45,23,Pastel Green
"Grid14(20,32)",164,100,64,158,76,81,158,61,68,311,50,45,Pastel Green
"Grid14(21,32)",153,77,100,164,53,87,160,78,64,54,39,11,Pastel Green
"Grid14(22,32)",161,93,94,156,75,74,157,97,62,326,33,69,Pastel Green
"Grid14(23,32)",150,65,53,157,86,95,156,60,69,63,45,7,Pastel Green
"Grid14(24,32)",150,66,97,159,73,96,164,74,94,268,91,78,Pastel Green
"Grid14(25,32)",161,89,57,161,94,56,152,53,86,98,61,30,Pastel Green
"Grid14(26,32)",152,50,86,156,73,76,153,76,54,276,34,46,Pastel Green
"Grid14(27,32)",161,94,88,151,76,77,163,96,96,188,62,83,Pastel Green
"Grid14(28,32)",157,78,65,160,63,81,154,79,56,94,61,27,Pastel Green
"Grid14(29,32)",156,61,56,161,52,61,158,58,57,180,75,13,Pastel Green
"Grid14(30,32)",162,81,96,162,78,72,153,78,68,340,51,56,Pastel Green
"Grid14(31,32)",157,82,64,160,61,58,162,87,66,134,68,10,Pastel Green
"Grid14(32,32)",153,54,51,158,63,50,160,65,61,215,74,41,Pastel Green
"Grid14(33,32)",155,62,92,164,99,85,161,95,60,352,17,71,Pastel Green
"Grid14(34,32)",164,86,79,161,78,79,150,69,87,314,36,66,Pastel Green
"Grid14(0,33)",164,93,63,154,62,93,159,81,99,2,84,39,Pastel Green
"Grid14(1,33)",151,82,65,160,87,69,160,53,53,76,7,90,Pastel Green
"Grid14(2,33)",160,85,83,161,80,75,157,84,52,23,69,17,Pastel Green
"Grid14(3,33)",161,97,79,156,55,78,158,53,55,1,32,55,Pastel Green
"Grid14(4,33)",161,76,56,162,64,63,163,54,52,16,60,71,Pastel Green
"Grid14(5,33)",160,97,52,163,80,63,153,93,60,253,89,35,Pastel Green
"Grid14(6,33)",158,97,71,151,54,50,164,82,84,51,50,9,Pastel Green
"Grid14(7,33)",150,78,99,151,85,91,151,69,54,145,53,50,Pastel Green
"Grid14(8,33)",153,100,87,158,63,91,158,70,78,353,85,75,Pastel Green
"Grid14(9,33)",156,79,63,153,82,54,160,54,51,107,67,42,Pastel Green
"Grid14(10,33)",158,79,81,152,58,59,162,72,86,283,2,30,Pastel Green
"Grid14(11,33)",163,73,95,159,73,92,152,59,94,156,50,23,Pastel Green
"Grid14(12,33)",153,81,55,161,53,54,163,53,95,220,58,20,Pastel Green
"Grid14(13,33)",152,95,71,160,95,82,152,66,59,356,68,64,Pastel Green
"Grid14(14,33)",159,83,73,155,84,53,154,94,82,158,70,38,Pastel Green
"Grid14(15,33)",159,69,62,155,54,68,152,53,69,131,55,34,Pastel Green
"Grid14(16,33)",156,73,51,151,51,80,157,96,93,235,81,67,Pastel Green
"Grid14(17,33)",156,90,59,164,78,57,158,86,97,267,55,60,Pastel Green
"Grid14(18,33)",159,54,99,150,79,50,161,92,65,284,51,15,Pastel Green
"Grid14(19,33)",161,52,68,164,99,76,160,96,58,193,59,35,Pastel Green
"Grid14(20,33)",158,53,98,155,53,94,151,78,59,63,70,72,Pastel Green
"Grid14(21,33)",152,79,75,159,71,99,155,50,63,285,67,27,Pastel Green
"Grid14(22,33)",160,59,83,163,50,62,160,93,64,148,80,82,Pastel Green
"Grid14(23,33)",157,53,81,150,59,87,163,74,94,277,97,73,Pastel Green
"Grid14(24,33)",156,64,100,159,69,64,162,94,89,344,54,11,Pastel Green
"Grid14(25,33)",157,73,70,151,97,74,152,90,53,16,78,5,Pastel Green
"Grid14(26,33)",156,74,63,156,97,80,161,83,78,323,34,51,Pastel Green
"Grid14(27,33)",157,61,99,152,98,55,161,80,51,71,10,43,Pastel Green
"Grid14(28,33)",153,83,82,155,95,82,154,68,99,313,15,82,Pastel Green
"Grid14(29,33)",155,79,67,154,99,80,161,97,86,350,81,91,Pastel Green
"Grid14(30,33)",162,87,60,157,73,100,164,77,66,122,80,27,Pastel Green
"Grid14(31,33)",163,95,63,155,93,66,152,71,98,210,94,63,Pastel Green
"Grid14(32,33)",161,77,53,152,98,67,157,89,88,36,7,27,Pastel Green
"Grid14(33,33)",155,79,51,163,74,84,162,73,76,214,34,94,Pastel Green
"Grid14(34,33)",158,72,88,157,82,88,163,66,57,78,67,58,Pastel Green
"Grid14(0,34)",163,95,76,163,85,80,153,93,71,235,24,3,Pastel Green
"Grid14(1,34)",153,64,57,163,91,69,162,84,57,325,75,30,Pastel Green
"Grid14(2,34)",152,61,66,150,88,89,163,89,90,55,51,82,Pastel Green
"Grid14(3,34)",159,100,88,152,56,79,154,71,64,223,7,0,Pastel Green
"Grid14(4,34)",164,52,94,163,77,65,158,72,59,297,24,74,Pastel Green
"Grid14(5,34)",150,71,59,154,95,93,150,70,54,155,12,38,Pastel Green
"Grid14(6,34)",156,58,84,158,53,51,151,86,87,28,10,73,Pastel Green
"Grid14(7,34)",153,73,67,163,64,69,157,89,53,257,21,28,Pastel Green
"Grid14(8,34)",150,61,91,150,50,59,157,56,51,183,52,86,Pastel Green
"Grid14(9,34)",151,56,77,153,90,52,152,69,59,109,2,65,Pastel Green
"Grid14(10,34)",164,75,86,153,86,61,152,58,72,348,63,4,Pastel Green
"Grid14(11,34)",153,51,83,156,87,81,159,65,89,257,85,68,Pastel Green
"Grid14(12,34)",153,98,78,161,73,76,161,73,66,216,40,86,Pastel Green
"Grid14(13,34)",155,77,54,162,83,51,152,65,86,267,49,67,Pastel Green
"Grid14(14,34)",160,68,91,161,83,50,161,67,71,121,42,55,Pastel Green
"Grid14(15,34)",150,52,72,150,57,52,159,81,76,48,92,61,Pastel Green
"Grid14(16,34)",157,64,57,160,75,82,154,74,57,195,91,82,Pastel Green
"Grid14(17,34)",152,67,50,163,64,73,150,94,63,81,78,94,Pastel Green
"Grid14(18,34)",154,67,51,162,61,78,162,51,99,120,19,22,Pastel Green
"Grid14(19,34)",159,89,56,160,54,98,158,59,75,268,9,16,Pastel Green
"Grid14(20,34)",158,52,68,164,68,62,152,88,97,347,31,12,Pastel Green
"Grid14(21,34)",161,50,50,154,58,73,152,54,58,100,39,44,Pastel Green
"Grid14(22,34)",151,76,59,162,84,63,151,51,60,65,16,73,Pastel Green
"Grid14(23,34)",162,99,98,151,75,96,150,95,94,50,100,9,Pastel Green
"Grid14(24,34)",158,56,66,151,79,99,158,59,56,95,19,49,Pastel Green
"Grid14(25,34)",162,51,62,151,51,96,151,50,82,80,65,15,Pastel Green
"Grid14(26,34)",153,79,98,161,90,79,159,72,95,286,72,88,Pastel Green
"Grid14(27,34)",152,58,60,159,99,67,152,62,92,54,17,28,Pastel Green
"Grid14(28,34)",152,57,80,160,80,68,158,93,57,324,69,72,Pastel Green
"Grid14(29,34)",156,87,83,154,57,73,163,64,91,206,85,94,Pastel Green
"Grid14(30,34)",160,57,93,161,87,73,157,91,52,36,51,46,Pastel Green
"Grid14(31,34)",151,82,65,155,59,69,152,52,51,279,20,31,Pastel Green
"Grid14(32,34)",162,77,100,153,63,61,159,69,72,230,20,8,Pastel Green
"Grid14(33,34)",151,97,50,164,58,65,162,56,57,159,98,12,Pastel Green
"Grid14(34,34)",158,66,54,161,92,58,154,77,69,70,78,86,Pastel Green
"Grid15(0,0)",173,57,61,165,89,57,177,73,85,238,76,52,Pistachio
"Grid15(1,0)",170,68,59,170,63,60,176,82,82,8,45,92,Pistachio
"Grid15(2,0)",168,92,52,175,84,99,177,86,67,304,35,51,Pistachio
"Grid15(3,0)",170,66,93,179,66,57,167,100,55,295,66,86,Pistachio
"Grid15(4,0)",179,50,94,169,75,69,176,61,95,5,22,33,Pistachio
"Grid15(5,0)",178,84,54,176,51,97,179,83,99,352,35,10,Pistachio
"Grid15(6,0)",177,65,63,167,51,55,169,71,80,257,71,19,Pistachio
"Grid15(7,0)",165,72,57,166,74,100,174,50,84,5,96,11,Pistachio
"Grid15(8,0)",172,73,53,174,76,100,170,100,72,318,4,45,Pistachio
"Grid15(9,0)",175,98,61,170,93,71,176,84,57,187,16,77,Pistachio
"Grid15(10,0)",177,76,88,178,62,85,169,100,70,305,14,36,Pistachio
"Grid15(11,0)",179,51,50,166,51,71,165,72,100,89,50,4,Pistachio
"Grid15(12,0)",176,63,98,172,81,87,173,85,97,358,58,68,Pistachio
"Grid15(13,0)",166,72,61,179,53,63,165,96,57,322,33,66,Pistachio
"Grid15(14,0)",178,91,74,166,53,64,171,51,65,55,28,69,Pistachio
"Grid15(15,0)",171,58,94,179,90,74,175,90,85,319,23,40,Pistachio
"Grid15(16,0)",169,54,84,179,77,72,174,83,85,146,56,77,Pistachio
"Grid15(17,0)",176,60,78,170,79,55,165,63,65,144,38,12,Pistachio
"Grid15(18,0)",177,67,83,174,91,100,173,52,72,341,11,68,Pistachio
"Grid15(19,0)",173,76,99,165,99,96,173,77,80,152,28,61,Pistachio
